frequency_hz,magnitude,magnitude_db,phase_degrees
0.0,1.0000222375414174,0.00019315068298316544,0.0
0.6103515625,1.0000222375235397,0.0001931505277028952,-0.04781981390554096
1.220703125,1.0000222374691763,0.00019315005551887946,-0.09563966463261125
1.8310546875,1.000022237376147,0.0001931492474940765,-0.14345958900262668
2.44140625,1.0000222372408096,0.00019314807199539142,-0.19127962383677533
3.0517578125,1.000022237058072,0.0001931464847920354,-0.23909980595590466
3.662109375,1.0000222368213838,0.00019314442898995285,-0.28692017218040694
4.2724609375,1.0000222365227378,0.0001931418350414644,-0.3347407593301059
4.8828125,1.0000222361526743,0.00019313862078191045,-0.3825616042241433
5.4931640625,1.000022235700276,0.00019313469138722172,-0.4303827436808652
6.103515625,1.0000222351531705,0.0001931299393951338,-0.47820421451770684
6.7138671875,1.0000222344975294,0.000193124244695544,-0.5260260535510816
7.32421875,1.000022233718069,0.00019311747454015424,-0.5738482975962637
7.9345703125,1.00002223279805,0.00019310948353282786,-0.6216709834672788
8.544921875,1.0000222317192768,0.00019310011363730367,-0.6694941479767846
9.1552734375,1.0000222304620994,0.00019308919417526725,-0.717317827935963
9.765625,1.0000222290054097,0.0001930765418109215,-0.765142060154402
10.3759765625,1.0000222273266455,0.0001930619605741297,-0.8129668814399829
10.986328125,1.0000222254017899,0.0001930452418623435,-0.8607923285987674
11.5966796875,1.0000222232053666,0.0001930261643962444,-0.9086184384348822
12.20703125,1.0000222207104472,0.00019300449428338707,-0.956445247750407
12.8173828125,1.000022217888645,0.00019297998496612613,-1.0042727933452582
13.427734375,1.0000222147101165,0.0001929523772312583,-1.0521011120170751
14.0380859375,1.0000222111435662,0.00019292139925630792,-1.099930240561109
14.6484375,1.0000222071562377,0.00019288676653045274,-1.1477602157701052
15.2587890625,1.0000222027139223,0.00019284818192588115,-1.1955910744341904
15.869140625,1.0000221977809516,0.00019280533563800355,-1.243422853340759
16.4794921875,1.0000221923202053,0.00019275790525102372,-1.291255589274359
17.08984375,1.0000221862931038,0.00019270555567429216,-1.339089319016575
17.7001953125,1.0000221796596096,0.0001926479391538762,-1.3869240793459165
18.310546875,1.0000221723782337,0.00019258469532848675,-1.434759907037706
18.9208984375,1.0000221644060263,0.0001925154511504029,-1.4825968388639585
19.53125,1.000022155698584,0.00019243982094332718,-1.5304349115932718
20.1416015625,1.0000221462100438,0.00019235740635609565,-1.5782741619907077
20.751953125,1.0000221358930899,0.00019226779641667537,-1.6261146268176836
21.3623046875,1.0000221246989474,0.00019217056748201678,-1.6739563428318525
21.97265625,1.0000221125773818,0.0001920652832303347,-1.7217993467869894
22.5830078125,1.0000220994767084,0.00019195149474210567,-1.769643675432878
23.193359375,1.0000220853437807,0.00019182874040363216,-1.817489365515196
23.8037109375,1.0000220701239968,0.00019169654595910953,-1.8653364537753978
24.4140625,1.0000220537612963,0.00019155442448361978,-1.9131849769506024
25.0244140625,1.000022036198164,0.0001914018764178399,-1.9610349717734765
25.634765625,1.0000220173756258,0.00019123838952946298,-2.008886474972119
26.2451171875,1.000021997233251,0.0001910634389344053,-2.0567395232699477
26.85546875,1.0000219757091509,0.0001908764870871556,-2.104594153385585
27.4658203125,1.0000219527399792,0.00019067698377883758,-2.1524504020327404
28.076171875,1.0000219282609324,0.00019046436614491544,-2.2003083059200903
28.6865234375,1.0000219022057497,0.00019023805866325542,-2.2481679017511738
29.296875,1.0000218745067113,0.00018999747313868648,-2.2960292262242676
29.9072265625,1.0000218450946412,0.00018974200872806115,-2.3438923160322784
30.517578125,1.0000218138989043,0.00018947105191517168,-2.391757207862618
31.1279296875,1.000021780847408,0.00018918397652230922,-2.4396239383970935
31.73828125,1.0000217458665992,0.0001888801436909641,-2.487492544311791
32.3486328125,1.0000217088814713,0.0001885589019319559,-2.5353630622769594
32.958984375,1.000021669815554,0.0001882195870444164,-2.5832355289568913
33.5693359375,1.0000216285909231,0.00018786152220256138,-2.631109981009811
34.1796875,1.0000215851281913,0.0001874840178669575,-2.6789864550877556
34.7900390625,1.0000215393465182,0.00018708637188093532,-2.7268649878364632
35.400390625,1.0000214911635983,0.00018666786936063953,-2.7747456158952444
36.0107421875,1.0000214404956722,0.0001862277827933684,-2.822628375896884
36.62109375,1.0000213872575183,0.00018576537196619424,-2.87051330446751
37.2314453125,1.0000213313624573,0.00018527988400451385,-2.9184004382264788
37.841796875,1.0000212727223514,0.0001847705533662395,-2.9662898137862674
38.4521484375,1.0000212112476,0.00018423660180127407,-3.014181467752345
39.0625,1.000021146847148,0.00018367723843055832,-3.0620754367230627
39.6728515625,1.0000210794284754,0.00018309165964382822,-3.109971757289533
40.283203125,1.0000210088976063,0.0001824790491902313,-3.1578704660355186
40.8935546875,1.000020935159104,0.00018183857813008247,-3.2057715995373077
41.50390625,1.0000208581160694,0.00018116940481747556,-3.253675194363595
42.1142578125,1.0000207776701469,0.0001804706749581096,-3.3015812870753787
42.724609375,1.0000206937215177,0.00017974152154946857,-3.3494899142258214
43.3349609375,1.0000206061689043,0.00017898106491550097,-3.3974011123601517
43.9453125,1.0000205149095667,0.00017818841267765433,-3.4453149180155327
44.5556640625,1.0000204198393068,0.00017736265979340933,-3.493231367720953
45.166015625,1.000020320852464,0.00017650288851573878,-3.5411504979971005
45.7763671875,1.000020217841917,0.00017560816840849538,-3.5890723453562514
46.38671875,1.0000201106990825,0.00017467755633672526,-3.6369969463021468
46.9970703125,1.0000199993139165,0.00017371009648012325,-3.6849243373298726
47.607421875,1.0000198835749154,0.00017270482033684333,-3.7328545549257495
48.2177734375,1.000019763369112,0.00017166074669066353,-3.780787635567209
48.828125,1.0000196385820768,0.0001705768816282927,-3.8287236157226676
49.4384765625,1.0000195090979196,0.0001694522185431752,-3.876662531851412
50.048828125,1.0000193747992883,0.00016828573813157917,-3.9246044204034947
